ACCODE,ACC_NM,2015-12-01,2016-12-01,2017-12-01,2018-12-01,2019-12-01
402830,기타유동자산의감소,NaN,NaN,NaN,NaN,NaN
402840,보증금등의감소,2.7,NaN,NaN,NaN,NaN
402850,기타비유동자산의감소,NaN,NaN,NaN,NaN,NaN
402860,처분자산집단의감소,NaN,NaN,NaN,NaN,NaN
402870,기타금융업자산의감소,NaN,NaN,NaN,NaN,NaN
402880,매각예정비유동자산의감소,NaN,NaN,NaN,NaN,NaN
402890,정부보조금등의변동,NaN,NaN,NaN,NaN,NaN
402900,종속기업및기타사업의지배력관련한현금흐름,NaN,NaN,NaN,NaN,NaN
404560,합병분할(양수도등)으로인한현금유입액,NaN,NaN,NaN,NaN,NaN
402910,기타투자활동으로인한현금유입액,NaN,NaN,NaN,NaN,NaN
402920,투자활동현금유출액,4332.72275,13728.244759200003,20048.1569701,48708.637388400006,45404.0039378
402930,유동금융자산의증가,NaN,9700.0,13000.000000000002,32800.0,30500.000000000004
402980,당기손익인식(지정)금융자산의증가,NaN,NaN,NaN,NaN,NaN
405160,당기손익-공정가치측정금융자산의증가,NaN,NaN,NaN,12900.000000000002,12700.000000000002
405170,기타포괄손익-공정가치측정금융자산의증가,NaN,NaN,NaN,NaN,NaN
405180,상각후원가측정금융자산의증가,NaN,NaN,NaN,NaN,NaN
403010,리스(사용권)자산의증가,NaN,NaN,NaN,NaN,NaN
403020,리스채권의증가,NaN,NaN,NaN,NaN,NaN
403040,장기금융상품의증가,NaN,NaN,NaN,NaN,NaN
403050,매도가능금융자산의증가,NaN,NaN,NaN,NaN,NaN
403060,만기보유금융자산의증가,NaN,NaN,NaN,NaN,NaN
403070,장기대여금의증가,NaN,NaN,NaN,NaN,NaN
403080,파생상품의증가,NaN,NaN,NaN,NaN,NaN
403090,기타장기금융자산의증가,NaN,NaN,NaN,NaN,NaN
403100,관계기업등지분관련투자자산의증가,NaN,NaN,2000.1415600000003,164.05,181.01000000000002
491500,"퇴직급여,보험,연금자산의증가",NaN,NaN,NaN,NaN,NaN
403180,생물자산증가,NaN,NaN,NaN,NaN,NaN
403190,투자부동산의증가,NaN,NaN,NaN,NaN,211.0318097
403200,유형자산의증가,2403.2634500000004,1629.9234998,4941.194531200001,2786.4725572000007,1717.343577
403210,토지의증가,NaN,NaN,NaN,NaN,NaN
494300,설비자산의증가,NaN,NaN,NaN,NaN,NaN
403240,건설중인자산의증가,NaN,NaN,NaN,NaN,NaN
494700,기타유형자산의증가,2403.2634500000004,1629.9234998,4941.194531200001,2786.4725572000007,1717.343577
404580,무형자산의증가,1526.4427600000001,51.79125940000001,106.82087890000001,58.114831300000006,94.6185511
403340,영업권의증가,NaN,NaN,NaN,NaN,NaN
403350,개발비의증가,NaN,NaN,NaN,NaN,NaN
403360,특허권의증가,NaN,NaN,NaN,NaN,NaN
403370,기타산업재산권의증가,NaN,NaN,NaN,NaN,NaN
403380,컴퓨터소프트웨어의증가,NaN,NaN,NaN,NaN,NaN
403390,브랜드의증가,NaN,NaN,NaN,NaN,NaN
403400,라이선스와프랜차이즈의증가,NaN,NaN,NaN,NaN,NaN
403410,저작권의증가,NaN,NaN,NaN,NaN,NaN
405190,회원권의증가,NaN,NaN,NaN,NaN,NaN
403440,제이용권의증가,NaN,NaN,NaN,NaN,NaN
404590,무형탐사평가자산의증가,NaN,NaN,NaN,NaN,NaN
404600,제호와출판표제의증가,NaN,NaN,NaN,NaN,NaN
404610,"조리법,공식,모형,설계및시제품의증가",NaN,NaN,NaN,NaN,NaN
403450,기타무형자산의증가,1526.4427600000001,51.79125940000001,106.82087890000001,58.114831300000006,94.6185511
403460,선급금등의증가,NaN,NaN,NaN,NaN,NaN
403470,미수금의증가,NaN,NaN,NaN,NaN,NaN
403480,기타유동자산의증가,NaN,NaN,NaN,NaN,NaN
403490,보증금등의증가,48.32853,NaN,NaN,NaN,NaN
403500,기타비유동자산의증가,NaN,NaN,NaN,NaN,NaN
403510,처분자산집단의증가,NaN,NaN,NaN,NaN,NaN
403520,기타금융업자산의증가,NaN,NaN,NaN,NaN,NaN
403530,매각예정비유동자산의증가,NaN,NaN,NaN,NaN,NaN
403540,정부보조금등의변동,NaN,NaN,NaN,NaN,NaN
404620,종속기업및기타사업의지배력관련한현금흐름,354.68801,NaN,NaN,NaN,NaN
404630,합병분할(양수도등)으로인한현금유출액,NaN,2346.53,NaN,NaN,NaN
403550,기타투자활동으로인한현금유출액,NaN,NaN,NaN,NaN,NaN
403560,이자수입,NaN,NaN,NaN,NaN,NaN
403570,이자지급(-),NaN,NaN,NaN,NaN,NaN
403580,배당금수입,NaN,NaN,NaN,NaN,NaN
403590,배당금지급(-),NaN,NaN,NaN,NaN,NaN
